,ds_provincia,cod_provincia,value,anio,trimestre,sector
8311,Tarragona,43,248.4,2015,4,Servicios
8312,Teruel,44,36.2,2015,4,Servicios
8313,Toledo,45,192.4,2015,4,Servicios
8314,Valencia/ValÃ¨ncia,46,794.5,2015,4,Servicios
8315,Valladolid,47,170.3,2015,4,Servicios
8316,Zamora,49,50.8,2015,4,Servicios
8317,Zaragoza,50,303.4,2015,4,Servicios
8318,Ceuta,51,28.4,2015,4,Servicios
8319,Melilla,52,25.1,2015,4,Servicios
8320,Albacete,2,14.2,2016,1,Agricultura
8321,Alicante/Alacant,3,22.7,2016,1,Agricultura
8322,AlmerÃ­a,4,82.9,2016,1,Agricultura
8323,Araba/Ã�lava,1,4.2,2016,1,Agricultura
8324,Asturias,33,12.6,2016,1,Agricultura
8325,Ã�vila,5,6.1,2016,1,Agricultura
8326,Badajoz,6,38.0,2016,1,Agricultura
8327,"Balears, Illes",7,5.9,2016,1,Agricultura
8328,Barcelona,8,11.3,2016,1,Agricultura
8329,Bizkaia,48,5.6,2016,1,Agricultura
8330,Burgos,9,9.1,2016,1,Agricultura
8331,CÃ¡ceres,10,17.1,2016,1,Agricultura
8332,CÃ¡diz,11,15.8,2016,1,Agricultura
8333,Cantabria,39,8.9,2016,1,Agricultura
8334,CastellÃ³n/CastellÃ³,12,13.2,2016,1,Agricultura
8335,Ciudad Real,13,19.8,2016,1,Agricultura
8336,CÃ³rdoba,14,58.4,2016,1,Agricultura
8337,"CoruÃ±a, A",15,22.4,2016,1,Agricultura
8338,Cuenca,16,11.8,2016,1,Agricultura
8339,Gipuzkoa,20,2.6,2016,1,Agricultura
8340,Girona,17,10.3,2016,1,Agricultura
8341,Granada,18,44.4,2016,1,Agricultura
8342,Guadalajara,19,1.3,2016,1,Agricultura
8343,Huelva,21,53.7,2016,1,Agricultura
8344,Huesca,22,12.9,2016,1,Agricultura
8345,JaÃ©n,23,72.0,2016,1,Agricultura
8346,LeÃ³n,24,8.8,2016,1,Agricultura
8347,Lleida,25,19.7,2016,1,Agricultura
8348,Lugo,27,20.1,2016,1,Agricultura
8349,Madrid,28,9.0,2016,1,Agricultura
8350,MÃ¡laga,29,33.9,2016,1,Agricultura
8351,Murcia,30,80.9,2016,1,Agricultura
8352,Navarra,31,8.4,2016,1,Agricultura
8353,Ourense,32,6.5,2016,1,Agricultura
8354,Palencia,34,6.5,2016,1,Agricultura
8355,"Palmas, Las",35,14.1,2016,1,Agricultura
8356,Pontevedra,36,23.2,2016,1,Agricultura
8357,"Rioja, La",26,10.1,2016,1,Agricultura
8358,Salamanca,37,10.5,2016,1,Agricultura
8359,Santa Cruz de Tenerife,38,14.0,2016,1,Agricultura
8360,Segovia,40,6.3,2016,1,Agricultura
8361,Sevilla,41,64.4,2016,1,Agricultura
8362,Soria,42,4.6,2016,1,Agricultura
8363,Tarragona,43,21.7,2016,1,Agricultura
8364,Teruel,44,6.6,2016,1,Agricultura
8365,Toledo,45,17.3,2016,1,Agricultura
8366,Valencia/ValÃ¨ncia,46,33.0,2016,1,Agricultura
8367,Valladolid,47,12.2,2016,1,Agricultura
8368,Zamora,49,9.9,2016,1,Agricultura
8369,Zaragoza,50,17.8,2016,1,Agricultura
8370,Ceuta,51,0.0,2016,1,Agricultura
8371,Melilla,52,0.0,2016,1,Agricultura
8372,Albacete,2,10.5,2016,1,Construccion
8373,Alicante/Alacant,3,49.5,2016,1,Construccion
8374,AlmerÃ­a,4,19.6,2016,1,Construccion
8375,Araba/Ã�lava,1,2.9,2016,1,Construccion
8376,Asturias,33,21.9,2016,1,Construccion
8377,Ã�vila,5,5.9,2016,1,Construccion
8378,Badajoz,6,20.2,2016,1,Construccion
8379,"Balears, Illes",7,52.4,2016,1,Construccion
8380,Barcelona,8,128.6,2016,1,Construccion
8381,Bizkaia,48,33.4,2016,1,Construccion
8382,Burgos,9,11.8,2016,1,Construccion
8383,CÃ¡ceres,10,16.4,2016,1,Construccion
8384,CÃ¡diz,11,34.2,2016,1,Construccion
8385,Cantabria,39,15.9,2016,1,Construccion
8386,CastellÃ³n/CastellÃ³,12,16.3,2016,1,Construccion
8387,Ciudad Real,13,17.4,2016,1,Construccion
8388,CÃ³rdoba,14,17.5,2016,1,Construccion
8389,"CoruÃ±a, A",15,34.6,2016,1,Construccion
8390,Cuenca,16,6.2,2016,1,Construccion
8391,Gipuzkoa,20,17.5,2016,1,Construccion
8392,Girona,17,21.3,2016,1,Construccion
8393,Granada,18,20.3,2016,1,Construccion
8394,Guadalajara,19,9.5,2016,1,Construccion
8395,Huelva,21,15.4,2016,1,Construccion
8396,Huesca,22,7.9,2016,1,Construccion
8397,JaÃ©n,23,10.9,2016,1,Construccion
8398,LeÃ³n,24,13.8,2016,1,Construccion
8399,Lleida,25,20.6,2016,1,Construccion
8400,Lugo,27,13.6,2016,1,Construccion
8401,Madrid,28,158.2,2016,1,Construccion
8402,MÃ¡laga,29,43.1,2016,1,Construccion
8403,Murcia,30,31.8,2016,1,Construccion
8404,Navarra,31,15.2,2016,1,Construccion
8405,Ourense,32,8.7,2016,1,Construccion
8406,Palencia,34,4.0,2016,1,Construccion
8407,"Palmas, Las",35,21.2,2016,1,Construccion
8408,Pontevedra,36,27.3,2016,1,Construccion
8409,"Rioja, La",26,6.7,2016,1,Construccion
8410,Salamanca,37,9.5,2016,1,Construccion
8411,Santa Cruz de Tenerife,38,26.8,2016,1,Construccion
8412,Segovia,40,7.0,2016,1,Construccion
8413,Sevilla,41,46.2,2016,1,Construccion
8414,Soria,42,2.2,2016,1,Construccion
8415,Tarragona,43,25.4,2016,1,Construccion
8416,Teruel,44,5.6,2016,1,Construccion
8417,Toledo,45,23.1,2016,1,Construccion
8418,Valencia/ValÃ¨ncia,46,69.6,2016,1,Construccion
8419,Valladolid,47,9.5,2016,1,Construccion
8420,Zamora,49,5.7,2016,1,Construccion
8421,Zaragoza,50,23.3,2016,1,Construccion
8422,Ceuta,51,1.6,2016,1,Construccion
8423,Melilla,52,1.1,2016,1,Construccion
8424,Albacete,2,20.0,2016,1,Industria
8425,Alicante/Alacant,3,104.1,2016,1,Industria
8426,AlmerÃ­a,4,15.8,2016,1,Industria
8427,Araba/Ã�lava,1,43.9,2016,1,Industria
8428,Asturias,33,58.3,2016,1,Industria
8429,Ã�vila,5,4.7,2016,1,Industria
8430,Badajoz,6,28.6,2016,1,Industria
8431,"Balears, Illes",7,40.1,2016,1,Industria
8432,Barcelona,8,454.1,2016,1,Industria
8433,Bizkaia,48,93.7,2016,1,Industria
8434,Burgos,9,39.6,2016,1,Industria
8435,CÃ¡ceres,10,16.9,2016,1,Industria
8436,CÃ¡diz,11,41.7,2016,1,Industria
8437,Cantabria,39,37.6,2016,1,Industria
8438,CastellÃ³n/CastellÃ³,12,51.6,2016,1,Industria
8439,Ciudad Real,13,27.2,2016,1,Industria
8440,CÃ³rdoba,14,31.2,2016,1,Industria
8441,"CoruÃ±a, A",15,65.1,2016,1,Industria
8442,Cuenca,16,11.8,2016,1,Industria
8443,Gipuzkoa,20,68.3,2016,1,Industria
8444,Girona,17,73.7,2016,1,Industria
8445,Granada,18,29.2,2016,1,Industria
8446,Guadalajara,19,17.0,2016,1,Industria
8447,Huelva,21,17.3,2016,1,Industria
8448,Huesca,22,14.5,2016,1,Industria
8449,JaÃ©n,23,25.1,2016,1,Industria
8450,LeÃ³n,24,27.0,2016,1,Industria
8451,Lleida,25,28.5,2016,1,Industria
8452,Lugo,27,14.6,2016,1,Industria
8453,Madrid,28,249.1,2016,1,Industria
8454,MÃ¡laga,29,30.6,2016,1,Industria
8455,Murcia,30,76.9,2016,1,Industria
8456,Navarra,31,67.7,2016,1,Industria
8457,Ourense,32,19.5,2016,1,Industria
8458,Palencia,34,12.8,2016,1,Industria
8459,"Palmas, Las",35,26.7,2016,1,Industria
8460,Pontevedra,36,73.7,2016,1,Industria
8461,"Rioja, La",26,35.4,2016,1,Industria
8462,Salamanca,37,20.9,2016,1,Industria
8463,Santa Cruz de Tenerife,38,17.1,2016,1,Industria
8464,Segovia,40,9.9,2016,1,Industria
8465,Sevilla,41,70.4,2016,1,Industria
8466,Soria,42,7.6,2016,1,Industria
8467,Tarragona,43,55.8,2016,1,Industria
8468,Teruel,44,12.4,2016,1,Industria
8469,Toledo,45,51.6,2016,1,Industria
8470,Valencia/ValÃ¨ncia,46,188.7,2016,1,Industria
8471,Valladolid,47,39.6,2016,1,Industria
8472,Zamora,49,7.5,2016,1,Industria
8473,Zaragoza,50,90.0,2016,1,Industria
8474,Ceuta,51,0.2,2016,1,Industria
8475,Melilla,52,1.0,2016,1,Industria
8476,Albacete,2,28.6,2016,1,ParadosActivos
8477,Alicante/Alacant,3,121.7,2016,1,ParadosActivos
8478,AlmerÃ­a,4,34.7,2016,1,ParadosActivos
8479,Araba/Ã�lava,1,9.0,2016,1,ParadosActivos
8480,Asturias,33,55.5,2016,1,ParadosActivos
8481,Ã�vila,5,13.5,2016,1,ParadosActivos
8482,Badajoz,6,45.4,2016,1,ParadosActivos
8483,"Balears, Illes",7,41.8,2016,1,ParadosActivos
8484,Barcelona,8,310.0,2016,1,ParadosActivos
8485,Bizkaia,48,44.8,2016,1,ParadosActivos
8486,Burgos,9,13.1,2016,1,ParadosActivos
8487,CÃ¡ceres,10,22.3,2016,1,ParadosActivos
8488,CÃ¡diz,11,136.4,2016,1,ParadosActivos
8489,Cantabria,39,27.2,2016,1,ParadosActivos
8490,CastellÃ³n/CastellÃ³,12,29.2,2016,1,ParadosActivos
8491,Ciudad Real,13,40.6,2016,1,ParadosActivos
8492,CÃ³rdoba,14,56.5,2016,1,ParadosActivos
8493,"CoruÃ±a, A",15,47.1,2016,1,ParadosActivos
8494,Cuenca,16,11.3,2016,1,ParadosActivos
8495,Gipuzkoa,20,23.8,2016,1,ParadosActivos
8496,Girona,17,36.3,2016,1,ParadosActivos
8497,Granada,18,61.4,2016,1,ParadosActivos
8498,Guadalajara,19,13.2,2016,1,ParadosActivos
8499,Huelva,21,29.1,2016,1,ParadosActivos
8500,Huesca,22,6.4,2016,1,ParadosActivos
8501,JaÃ©n,23,32.2,2016,1,ParadosActivos
8502,LeÃ³n,24,25.7,2016,1,ParadosActivos
8503,Lleida,25,18.2,2016,1,ParadosActivos
8504,Lugo,27,14.6,2016,1,ParadosActivos
8505,Madrid,28,348.7,2016,1,ParadosActivos
8506,MÃ¡laga,29,122.0,2016,1,ParadosActivos
8507,Murcia,30,85.5,2016,1,ParadosActivos
8508,Navarra,31,27.8,2016,1,ParadosActivos
8509,Ourense,32,14.4,2016,1,ParadosActivos
8510,Palencia,34,7.9,2016,1,ParadosActivos
8511,"Palmas, Las",35,92.9,2016,1,ParadosActivos
8512,Pontevedra,36,50.3,2016,1,ParadosActivos
8513,"Rioja, La",26,11.8,2016,1,ParadosActivos
8514,Salamanca,37,14.9,2016,1,ParadosActivos
8515,Santa Cruz de Tenerife,38,82.6,2016,1,ParadosActivos
8516,Segovia,40,6.9,2016,1,ParadosActivos
8517,Sevilla,41,132.7,2016,1,ParadosActivos
8518,Soria,42,3.6,2016,1,ParadosActivos
8519,Tarragona,43,48.3,2016,1,ParadosActivos
8520,Teruel,44,5.2,2016,1,ParadosActivos
8521,Toledo,45,49.3,2016,1,ParadosActivos
8522,Valencia/ValÃ¨ncia,46,150.3,2016,1,ParadosActivos
8523,Valladolid,47,22.1,2016,1,ParadosActivos
8524,Zamora,49,10.0,2016,1,ParadosActivos
8525,Zaragoza,50,43.1,2016,1,ParadosActivos
8526,Ceuta,51,6.3,2016,1,ParadosActivos
8527,Melilla,52,7.8,2016,1,ParadosActivos
8528,Albacete,2,110.2,2016,1,Servicios
8529,Alicante/Alacant,3,594.5,2016,1,Servicios
8530,AlmerÃ­a,4,181.3,2016,1,Servicios
8531,Araba/Ã�lava,1,96.1,2016,1,Servicios
8532,Asturias,33,318.1,2016,1,Servicios
8533,Ã�vila,5,46.2,2016,1,Servicios
8534,Badajoz,6,190.0,2016,1,Servicios
8535,"Balears, Illes",7,461.7,2016,1,Servicios
8536,Barcelona,8,1892.7,2016,1,Servicios
8537,Bizkaia,48,359.7,2016,1,Servicios
8538,Burgos,9,106.3,2016,1,Servicios
8539,CÃ¡ceres,10,109.6,2016,1,Servicios
8540,CÃ¡diz,11,346.5,2016,1,Servicios
8541,Cantabria,39,184.2,2016,1,Servicios
8542,CastellÃ³n/CastellÃ³,12,159.0,2016,1,Servicios
8543,Ciudad Real,13,129.8,2016,1,Servicios
8544,CÃ³rdoba,14,215.0,2016,1,Servicios
8545,"CoruÃ±a, A",15,357.5,2016,1,Servicios
8546,Cuenca,16,55.2,2016,1,Servicios
8547,Gipuzkoa,20,222.9,2016,1,Servicios
8548,Girona,17,232.3,2016,1,Servicios
8549,Granada,18,286.2,2016,1,Servicios
8550,Guadalajara,19,92.6,2016,1,Servicios
8551,Huelva,21,129.0,2016,1,Servicios
8552,Huesca,22,64.1,2016,1,Servicios
8553,JaÃ©n,23,156.3,2016,1,Servicios
8554,LeÃ³n,24,131.5,2016,1,Servicios
8555,Lleida,25,135.4,2016,1,Servicios
8556,Lugo,27,94.5,2016,1,Servicios
8557,Madrid,28,2621.3,2016,1,Servicios
8558,MÃ¡laga,29,573.8,2016,1,Servicios
8559,Murcia,30,420.7,2016,1,Servicios
8560,Navarra,31,187.5,2016,1,Servicios
8561,Ourense,32,80.0,2016,1,Servicios
8562,Palencia,34,44.5,2016,1,Servicios
8563,"Palmas, Las",35,408.7,2016,1,Servicios
8564,Pontevedra,36,261.2,2016,1,Servicios
8565,"Rioja, La",26,88.2,2016,1,Servicios
8566,Salamanca,37,94.1,2016,1,Servicios
8567,Santa Cruz de Tenerife,38,393.0,2016,1,Servicios
8568,Segovia,40,47.6,2016,1,Servicios
8569,Sevilla,41,616.4,2016,1,Servicios
8570,Soria,42,22.9,2016,1,Servicios
8571,Tarragona,43,243.4,2016,1,Servicios
8572,Teruel,44,35.7,2016,1,Servicios
8573,Toledo,45,194.3,2016,1,Servicios
8574,Valencia/ValÃ¨ncia,46,818.3,2016,1,Servicios
8575,Valladolid,47,171.5,2016,1,Servicios
8576,Zamora,49,46.9,2016,1,Servicios
8577,Zaragoza,50,301.7,2016,1,Servicios
8578,Ceuta,51,30.0,2016,1,Servicios
8579,Melilla,52,25.3,2016,1,Servicios
8580,Albacete,2,17.8,2016,2,Agricultura
8581,Alicante/Alacant,3,21.3,2016,2,Agricultura
8582,AlmerÃ­a,4,86.8,2016,2,Agricultura
8583,Araba/Ã�lava,1,3.9,2016,2,Agricultura
8584,Asturias,33,14.1,2016,2,Agricultura
8585,Ã�vila,5,6.4,2016,2,Agricultura
8586,Badajoz,6,35.4,2016,2,Agricultura
8587,"Balears, Illes",7,5.0,2016,2,Agricultura
8588,Barcelona,8,11.1,2016,2,Agricultura
8589,Bizkaia,48,6.1,2016,2,Agricultura
8590,Burgos,9,8.4,2016,2,Agricultura
8591,CÃ¡ceres,10,14.0,2016,2,Agricultura
8592,CÃ¡diz,11,14.2,2016,2,Agricultura
8593,Cantabria,39,7.6,2016,2,Agricultura
8594,CastellÃ³n/CastellÃ³,12,11.4,2016,2,Agricultura
8595,Ciudad Real,13,20.1,2016,2,Agricultura
8596,CÃ³rdoba,14,51.6,2016,2,Agricultura
8597,"CoruÃ±a, A",15,23.2,2016,2,Agricultura
8598,Cuenca,16,11.3,2016,2,Agricultura
8599,Gipuzkoa,20,1.9,2016,2,Agricultura
8600,Girona,17,9.4,2016,2,Agricultura
8601,Granada,18,45.9,2016,2,Agricultura
8602,Guadalajara,19,1.5,2016,2,Agricultura
8603,Huelva,21,46.7,2016,2,Agricultura
8604,Huesca,22,13.4,2016,2,Agricultura
8605,JaÃ©n,23,62.4,2016,2,Agricultura
8606,LeÃ³n,24,9.3,2016,2,Agricultura
8607,Lleida,25,17.5,2016,2,Agricultura
8608,Lugo,27,20.8,2016,2,Agricultura
8609,Madrid,28,11.4,2016,2,Agricultura
8610,MÃ¡laga,29,23.9,2016,2,Agricultura
8611,Murcia,30,93.6,2016,2,Agricultura
8612,Navarra,31,11.4,2016,2,Agricultura
8613,Ourense,32,6.5,2016,2,Agricultura
8614,Palencia,34,7.3,2016,2,Agricultura
8615,"Palmas, Las",35,12.0,2016,2,Agricultura
8616,Pontevedra,36,22.0,2016,2,Agricultura
8617,"Rioja, La",26,11.4,2016,2,Agricultura
8618,Salamanca,37,11.0,2016,2,Agricultura
8619,Santa Cruz de Tenerife,38,11.0,2016,2,Agricultura
8620,Segovia,40,6.7,2016,2,Agricultura
8621,Sevilla,41,61.9,2016,2,Agricultura
8622,Soria,42,4.7,2016,2,Agricultura
8623,Tarragona,43,18.7,2016,2,Agricultura
8624,Teruel,44,6.1,2016,2,Agricultura
8625,Toledo,45,13.7,2016,2,Agricultura
8626,Valencia/ValÃ¨ncia,46,35.3,2016,2,Agricultura
8627,Valladolid,47,13.2,2016,2,Agricultura
8628,Zamora,49,10.8,2016,2,Agricultura
8629,Zaragoza,50,21.1,2016,2,Agricultura
8630,Ceuta,51,0.0,2016,2,Agricultura
8631,Melilla,52,0.0,2016,2,Agricultura
8632,Albacete,2,10.3,2016,2,Construccion
8633,Alicante/Alacant,3,53.2,2016,2,Construccion
8634,AlmerÃ­a,4,17.3,2016,2,Construccion
8635,Araba/Ã�lava,1,3.0,2016,2,Construccion
8636,Asturias,33,23.4,2016,2,Construccion
8637,Ã�vila,5,5.3,2016,2,Construccion
8638,Badajoz,6,20.6,2016,2,Construccion
8639,"Balears, Illes",7,54.1,2016,2,Construccion
8640,Barcelona,8,137.0,2016,2,Construccion
8641,Bizkaia,48,33.2,2016,2,Construccion
8642,Burgos,9,12.7,2016,2,Construccion
8643,CÃ¡ceres,10,17.2,2016,2,Construccion
8644,CÃ¡diz,11,32.0,2016,2,Construccion
8645,Cantabria,39,19.4,2016,2,Construccion
8646,CastellÃ³n/CastellÃ³,12,13.5,2016,2,Construccion
8647,Ciudad Real,13,17.1,2016,2,Construccion
8648,CÃ³rdoba,14,18.4,2016,2,Construccion
8649,"CoruÃ±a, A",15,32.2,2016,2,Construccion
8650,Cuenca,16,6.2,2016,2,Construccion
8651,Gipuzkoa,20,15.8,2016,2,Construccion
8652,Girona,17,25.5,2016,2,Construccion
8653,Granada,18,22.3,2016,2,Construccion
8654,Guadalajara,19,9.5,2016,2,Construccion
8655,Huelva,21,16.1,2016,2,Construccion
8656,Huesca,22,7.3,2016,2,Construccion
8657,JaÃ©n,23,16.0,2016,2,Construccion
8658,LeÃ³n,24,11.6,2016,2,Construccion
8659,Lleida,25,16.8,2016,2,Construccion
8660,Lugo,27,12.6,2016,2,Construccion
8661,Madrid,28,158.2,2016,2,Construccion
8662,MÃ¡laga,29,49.1,2016,2,Construccion
8663,Murcia,30,28.3,2016,2,Construccion
8664,Navarra,31,12.9,2016,2,Construccion
8665,Ourense,32,8.4,2016,2,Construccion
8666,Palencia,34,4.6,2016,2,Construccion
8667,"Palmas, Las",35,23.4,2016,2,Construccion
8668,Pontevedra,36,27.4,2016,2,Construccion
8669,"Rioja, La",26,6.0,2016,2,Construccion
8670,Salamanca,37,8.3,2016,2,Construccion
8671,Santa Cruz de Tenerife,38,26.5,2016,2,Construccion
8672,Segovia,40,7.5,2016,2,Construccion
8673,Sevilla,41,45.6,2016,2,Construccion
8674,Soria,42,2.1,2016,2,Construccion
8675,Tarragona,43,23.4,2016,2,Construccion
8676,Teruel,44,5.5,2016,2,Construccion
8677,Toledo,45,25.6,2016,2,Construccion
8678,Valencia/ValÃ¨ncia,46,68.6,2016,2,Construccion
8679,Valladolid,47,12.7,2016,2,Construccion
8680,Zamora,49,6.0,2016,2,Construccion
8681,Zaragoza,50,23.2,2016,2,Construccion
8682,Ceuta,51,1.4,2016,2,Construccion
8683,Melilla,52,0.9,2016,2,Construccion
8684,Albacete,2,19.4,2016,2,Industria
8685,Alicante/Alacant,3,111.8,2016,2,Industria
8686,AlmerÃ­a,4,15.1,2016,2,Industria
8687,Araba/Ã�lava,1,44.2,2016,2,Industria
8688,Asturias,33,61.3,2016,2,Industria
8689,Ã�vila,5,5.6,2016,2,Industria
8690,Badajoz,6,27.5,2016,2,Industria
8691,"Balears, Illes",7,37.8,2016,2,Industria
8692,Barcelona,8,465.1,2016,2,Industria
8693,Bizkaia,48,92.2,2016,2,Industria
8694,Burgos,9,38.3,2016,2,Industria
8695,CÃ¡ceres,10,13.8,2016,2,Industria
8696,CÃ¡diz,11,45.2,2016,2,Industria
8697,Cantabria,39,39.1,2016,2,Industria
8698,CastellÃ³n/CastellÃ³,12,52.7,2016,2,Industria
8699,Ciudad Real,13,26.9,2016,2,Industria
8700,CÃ³rdoba,14,32.8,2016,2,Industria
8701,"CoruÃ±a, A",15,66.5,2016,2,Industria
8702,Cuenca,16,12.7,2016,2,Industria
8703,Gipuzkoa,20,69.1,2016,2,Industria
8704,Girona,17,68.7,2016,2,Industria
8705,Granada,18,29.6,2016,2,Industria
8706,Guadalajara,19,16.2,2016,2,Industria
8707,Huelva,21,18.3,2016,2,Industria
8708,Huesca,22,12.5,2016,2,Industria
8709,JaÃ©n,23,29.1,2016,2,Industria
8710,LeÃ³n,24,27.6,2016,2,Industria
8711,Lleida,25,30.4,2016,2,Industria
8712,Lugo,27,14.7,2016,2,Industria
8713,Madrid,28,243.4,2016,2,Industria
8714,MÃ¡laga,29,30.2,2016,2,Industria
8715,Murcia,30,82.3,2016,2,Industria
8716,Navarra,31,68.9,2016,2,Industria
8717,Ourense,32,18.6,2016,2,Industria
8718,Palencia,34,13.8,2016,2,Industria
8719,"Palmas, Las",35,27.7,2016,2,Industria
8720,Pontevedra,36,71.1,2016,2,Industria
8721,"Rioja, La",26,35.8,2016,2,Industria
8722,Salamanca,37,20.8,2016,2,Industria
8723,Santa Cruz de Tenerife,38,18.4,2016,2,Industria
8724,Segovia,40,11.2,2016,2,Industria
8725,Sevilla,41,75.8,2016,2,Industria
8726,Soria,42,8.2,2016,2,Industria
8727,Tarragona,43,60.0,2016,2,Industria
8728,Teruel,44,12.2,2016,2,Industria
8729,Toledo,45,51.3,2016,2,Industria
8730,Valencia/ValÃ¨ncia,46,169.9,2016,2,Industria
8731,Valladolid,47,42.0,2016,2,Industria
8732,Zamora,49,8.0,2016,2,Industria
8733,Zaragoza,50,83.5,2016,2,Industria
8734,Ceuta,51,0.3,2016,2,Industria
8735,Melilla,52,0.9,2016,2,Industria
8736,Albacete,2,28.8,2016,2,ParadosActivos
8737,Alicante/Alacant,3,126.3,2016,2,ParadosActivos
8738,AlmerÃ­a,4,35.9,2016,2,ParadosActivos
8739,Araba/Ã�lava,1,11.0,2016,2,ParadosActivos
8740,Asturias,33,56.7,2016,2,ParadosActivos
8741,Ã�vila,5,9.5,2016,2,ParadosActivos
8742,Badajoz,6,48.6,2016,2,ParadosActivos
8743,"Balears, Illes",7,39.2,2016,2,ParadosActivos
8744,Barcelona,8,276.1,2016,2,ParadosActivos
8745,Bizkaia,48,46.2,2016,2,ParadosActivos
8746,Burgos,9,13.4,2016,2,ParadosActivos
8747,CÃ¡ceres,10,21.2,2016,2,ParadosActivos
8748,CÃ¡diz,11,132.1,2016,2,ParadosActivos
8749,Cantabria,39,23.1,2016,2,ParadosActivos
8750,CastellÃ³n/CastellÃ³,12,27.6,2016,2,ParadosActivos
8751,Ciudad Real,13,38.1,2016,2,ParadosActivos
8752,CÃ³rdoba,14,51.5,2016,2,ParadosActivos
8753,"CoruÃ±a, A",15,48.6,2016,2,ParadosActivos
8754,Cuenca,16,10.6,2016,2,ParadosActivos
8755,Gipuzkoa,20,23.0,2016,2,ParadosActivos
8756,Girona,17,36.2,2016,2,ParadosActivos
8757,Granada,18,74.3,2016,2,ParadosActivos
8758,Guadalajara,19,10.4,2016,2,ParadosActivos
8759,Huelva,21,25.5,2016,2,ParadosActivos
8760,Huesca,22,6.4,2016,2,ParadosActivos
8761,JaÃ©n,23,31.4,2016,2,ParadosActivos
8762,LeÃ³n,24,23.9,2016,2,ParadosActivos
8763,Lleida,25,13.2,2016,2,ParadosActivos
8764,Lugo,27,14.7,2016,2,ParadosActivos
8765,Madrid,28,338.0,2016,2,ParadosActivos
8766,MÃ¡laga,29,111.3,2016,2,ParadosActivos
8767,Murcia,30,76.6,2016,2,ParadosActivos
8768,Navarra,31,25.3,2016,2,ParadosActivos
8769,Ourense,32,16.8,2016,2,ParadosActivos
8770,Palencia,34,6.1,2016,2,ParadosActivos
8771,"Palmas, Las",35,99.9,2016,2,ParadosActivos
8772,Pontevedra,36,54.9,2016,2,ParadosActivos
8773,"Rioja, La",26,13.2,2016,2,ParadosActivos
8774,Salamanca,37,16.8,2016,2,ParadosActivos
8775,Santa Cruz de Tenerife,38,85.3,2016,2,ParadosActivos
8776,Segovia,40,6.0,2016,2,ParadosActivos
8777,Sevilla,41,132.0,2016,2,ParadosActivos
8778,Soria,42,4.1,2016,2,ParadosActivos
8779,Tarragona,43,42.8,2016,2,ParadosActivos
8780,Teruel,44,5.9,2016,2,ParadosActivos
8781,Toledo,45,51.3,2016,2,ParadosActivos
8782,Valencia/ValÃ¨ncia,46,148.4,2016,2,ParadosActivos
8783,Valladolid,47,17.3,2016,2,ParadosActivos
8784,Zamora,49,9.3,2016,2,ParadosActivos
8785,Zaragoza,50,46.2,2016,2,ParadosActivos
8786,Ceuta,51,7.1,2016,2,ParadosActivos
8787,Melilla,52,9.0,2016,2,ParadosActivos
8788,Albacete,2,109.2,2016,2,Servicios
8789,Alicante/Alacant,3,616.1,2016,2,Servicios
8790,AlmerÃ­a,4,177.9,2016,2,Servicios
8791,Araba/Ã�lava,1,91.4,2016,2,Servicios
8792,Asturias,33,317.3,2016,2,Servicios
8793,Ã�vila,5,49.7,2016,2,Servicios
8794,Badajoz,6,189.0,2016,2,Servicios
8795,"Balears, Illes",7,493.1,2016,2,Servicios
8796,Barcelona,8,1914.9,2016,2,Servicios
8797,Bizkaia,48,359.6,2016,2,Servicios
8798,Burgos,9,111.4,2016,2,Servicios
8799,CÃ¡ceres,10,113.7,2016,2,Servicios
8800,CÃ¡diz,11,363.1,2016,2,Servicios
8801,Cantabria,39,187.1,2016,2,Servicios
8802,CastellÃ³n/CastellÃ³,12,159.8,2016,2,Servicios
8803,Ciudad Real,13,133.9,2016,2,Servicios
8804,CÃ³rdoba,14,227.6,2016,2,Servicios
8805,"CoruÃ±a, A",15,358.9,2016,2,Servicios
8806,Cuenca,16,53.9,2016,2,Servicios
8807,Gipuzkoa,20,228.9,2016,2,Servicios
8808,Girona,17,236.5,2016,2,Servicios
8809,Granada,18,279.3,2016,2,Servicios
8810,Guadalajara,19,95.7,2016,2,Servicios
8811,Huelva,21,136.2,2016,2,Servicios
8812,Huesca,22,67.4,2016,2,Servicios
8813,JaÃ©n,23,153.4,2016,2,Servicios
8814,LeÃ³n,24,133.8,2016,2,Servicios
8815,Lleida,25,134.8,2016,2,Servicios
8816,Lugo,27,94.1,2016,2,Servicios
8817,Madrid,28,2629.2,2016,2,Servicios
8818,MÃ¡laga,29,562.2,2016,2,Servicios
8819,Murcia,30,420.9,2016,2,Servicios
8820,Navarra,31,179.8,2016,2,Servicios
8821,Ourense,32,82.9,2016,2,Servicios
8822,Palencia,34,43.1,2016,2,Servicios
8823,"Palmas, Las",35,403.1,2016,2,Servicios
8824,Pontevedra,36,262.0,2016,2,Servicios
8825,"Rioja, La",26,89.3,2016,2,Servicios
8826,Salamanca,37,94.6,2016,2,Servicios
8827,Santa Cruz de Tenerife,38,393.4,2016,2,Servicios
8828,Segovia,40,48.1,2016,2,Servicios
8829,Sevilla,41,613.8,2016,2,Servicios
8830,Soria,42,22.6,2016,2,Servicios
8831,Tarragona,43,246.9,2016,2,Servicios
