,ds_provincia,cod_provincia,value,anio,trimestre,sector
537,"CoruÃ±a, A",15,33.0,2008,3,Agricultura
538,Cuenca,16,11.9,2008,3,Agricultura
539,Gipuzkoa,20,4.7,2008,3,Agricultura
540,Girona,17,11.9,2008,3,Agricultura
541,Granada,18,33.7,2008,3,Agricultura
542,Guadalajara,19,3.2,2008,3,Agricultura
543,Huelva,21,30.3,2008,3,Agricultura
544,Huesca,22,9.9,2008,3,Agricultura
545,JaÃ©n,23,34.7,2008,3,Agricultura
546,LeÃ³n,24,12.5,2008,3,Agricultura
547,Lleida,25,18.5,2008,3,Agricultura
548,Lugo,27,28.6,2008,3,Agricultura
549,Madrid,28,17.2,2008,3,Agricultura
550,MÃ¡laga,29,27.3,2008,3,Agricultura
551,Murcia,30,61.7,2008,3,Agricultura
552,Navarra,31,13.7,2008,3,Agricultura
553,Ourense,32,12.6,2008,3,Agricultura
554,Palencia,34,5.0,2008,3,Agricultura
555,"Palmas, Las",35,8.0,2008,3,Agricultura
556,Pontevedra,36,30.0,2008,3,Agricultura
557,"Rioja, La",26,6.6,2008,3,Agricultura
558,Salamanca,37,8.3,2008,3,Agricultura
559,Santa Cruz de Tenerife,38,17.1,2008,3,Agricultura
560,Segovia,40,9.4,2008,3,Agricultura
561,Sevilla,41,44.5,2008,3,Agricultura
562,Soria,42,4.2,2008,3,Agricultura
563,Tarragona,43,19.4,2008,3,Agricultura
564,Teruel,44,6.7,2008,3,Agricultura
565,Toledo,45,16.6,2008,3,Agricultura
566,Valencia/ValÃ¨ncia,46,36.0,2008,3,Agricultura
567,Valladolid,47,10.9,2008,3,Agricultura
568,Zamora,49,10.7,2008,3,Agricultura
569,Zaragoza,50,13.7,2008,3,Agricultura
570,Ceuta,51,0.0,2008,3,Agricultura
571,Melilla,52,0.0,2008,3,Agricultura
572,Albacete,2,21.9,2008,3,Construccion
573,Alicante/Alacant,3,117.6,2008,3,Construccion
574,AlmerÃ­a,4,44.9,2008,3,Construccion
575,Araba/Ã�lava,1,10.8,2008,3,Construccion
576,Asturias,33,57.1,2008,3,Construccion
577,Ã�vila,5,13.4,2008,3,Construccion
578,Badajoz,6,39.2,2008,3,Construccion
579,"Balears, Illes",7,95.8,2008,3,Construccion
580,Barcelona,8,302.1,2008,3,Construccion
581,Bizkaia,48,60.0,2008,3,Construccion
582,Burgos,9,22.0,2008,3,Construccion
583,CÃ¡ceres,10,25.2,2008,3,Construccion
584,CÃ¡diz,11,74.2,2008,3,Construccion
585,Cantabria,39,37.2,2008,3,Construccion
586,CastellÃ³n/CastellÃ³,12,43.2,2008,3,Construccion
587,Ciudad Real,13,41.7,2008,3,Construccion
588,CÃ³rdoba,14,42.1,2008,3,Construccion
589,"CoruÃ±a, A",15,62.1,2008,3,Construccion
590,Cuenca,16,14.3,2008,3,Construccion
591,Gipuzkoa,20,26.9,2008,3,Construccion
592,Girona,17,62.6,2008,3,Construccion
593,Granada,18,66.5,2008,3,Construccion
594,Guadalajara,19,15.8,2008,3,Construccion
595,Huelva,21,32.3,2008,3,Construccion
596,Huesca,22,12.7,2008,3,Construccion
597,JaÃ©n,23,36.0,2008,3,Construccion
598,LeÃ³n,24,26.0,2008,3,Construccion
599,Lleida,25,32.2,2008,3,Construccion
600,Lugo,27,18.2,2008,3,Construccion
601,Madrid,28,364.9,2008,3,Construccion
602,MÃ¡laga,29,116.1,2008,3,Construccion
603,Murcia,30,100.5,2008,3,Construccion
604,Navarra,31,31.9,2008,3,Construccion
605,Ourense,32,13.4,2008,3,Construccion
606,Palencia,34,6.8,2008,3,Construccion
607,"Palmas, Las",35,63.0,2008,3,Construccion
608,Pontevedra,36,50.1,2008,3,Construccion
609,"Rioja, La",26,19.0,2008,3,Construccion
610,Salamanca,37,17.4,2008,3,Construccion
611,Santa Cruz de Tenerife,38,72.3,2008,3,Construccion
612,Segovia,40,13.9,2008,3,Construccion
613,Sevilla,41,111.4,2008,3,Construccion
614,Soria,42,5.0,2008,3,Construccion
615,Tarragona,43,63.1,2008,3,Construccion
616,Teruel,44,10.5,2008,3,Construccion
617,Toledo,45,63.4,2008,3,Construccion
618,Valencia/ValÃ¨ncia,46,187.0,2008,3,Construccion
619,Valladolid,47,26.6,2008,3,Construccion
620,Zamora,49,10.8,2008,3,Construccion
621,Zaragoza,50,48.7,2008,3,Construccion
622,Ceuta,51,1.7,2008,3,Construccion
623,Melilla,52,1.5,2008,3,Construccion
624,Albacete,2,33.3,2008,3,Industria
625,Alicante/Alacant,3,138.9,2008,3,Industria
626,AlmerÃ­a,4,21.4,2008,3,Industria
627,Araba/Ã�lava,1,50.0,2008,3,Industria
628,Asturias,33,78.2,2008,3,Industria
629,Ã�vila,5,10.4,2008,3,Industria
630,Badajoz,6,34.3,2008,3,Industria
631,"Balears, Illes",7,41.8,2008,3,Industria
632,Barcelona,8,611.3,2008,3,Industria
633,Bizkaia,48,100.0,2008,3,Industria
634,Burgos,9,45.7,2008,3,Industria
635,CÃ¡ceres,10,16.6,2008,3,Industria
636,CÃ¡diz,11,51.1,2008,3,Industria
637,Cantabria,39,52.0,2008,3,Industria
638,CastellÃ³n/CastellÃ³,12,75.4,2008,3,Industria
639,Ciudad Real,13,33.3,2008,3,Industria
640,CÃ³rdoba,14,46.3,2008,3,Industria
641,"CoruÃ±a, A",15,87.0,2008,3,Industria
642,Cuenca,16,16.1,2008,3,Industria
643,Gipuzkoa,20,100.2,2008,3,Industria
644,Girona,17,78.2,2008,3,Industria
645,Granada,18,34.9,2008,3,Industria
646,Guadalajara,19,19.2,2008,3,Industria
647,Huelva,21,20.8,2008,3,Industria
648,Huesca,22,23.9,2008,3,Industria
649,JaÃ©n,23,37.9,2008,3,Industria
650,LeÃ³n,24,26.2,2008,3,Industria
651,Lleida,25,40.3,2008,3,Industria
652,Lugo,27,23.9,2008,3,Industria
653,Madrid,28,336.6,2008,3,Industria
654,MÃ¡laga,29,46.9,2008,3,Industria
655,Murcia,30,102.2,2008,3,Industria
656,Navarra,31,89.8,2008,3,Industria
657,Ourense,32,26.6,2008,3,Industria
658,Palencia,34,14.1,2008,3,Industria
659,"Palmas, Las",35,30.3,2008,3,Industria
660,Pontevedra,36,92.1,2008,3,Industria
661,"Rioja, La",26,42.9,2008,3,Industria
662,Salamanca,37,21.1,2008,3,Industria
663,Santa Cruz de Tenerife,38,33.0,2008,3,Industria
664,Segovia,40,13.3,2008,3,Industria
665,Sevilla,41,87.9,2008,3,Industria
666,Soria,42,8.9,2008,3,Industria
667,Tarragona,43,73.7,2008,3,Industria
668,Teruel,44,12.0,2008,3,Industria
669,Toledo,45,61.0,2008,3,Industria
670,Valencia/ValÃ¨ncia,46,235.8,2008,3,Industria
671,Valladolid,47,46.8,2008,3,Industria
672,Zamora,49,11.3,2008,3,Industria
673,Zaragoza,50,104.0,2008,3,Industria
674,Ceuta,51,1.1,2008,3,Industria
675,Melilla,52,0.8,2008,3,Industria
676,Albacete,2,8.0,2008,3,ParadosActivos
677,Alicante/Alacant,3,37.6,2008,3,ParadosActivos
678,AlmerÃ­a,4,19.1,2008,3,ParadosActivos
679,Araba/Ã�lava,1,2.9,2008,3,ParadosActivos
680,Asturias,33,19.2,2008,3,ParadosActivos
681,Ã�vila,5,2.7,2008,3,ParadosActivos
682,Badajoz,6,17.6,2008,3,ParadosActivos
683,"Balears, Illes",7,17.1,2008,3,ParadosActivos
684,Barcelona,8,81.7,2008,3,ParadosActivos
685,Bizkaia,48,17.1,2008,3,ParadosActivos
686,Burgos,9,6.2,2008,3,ParadosActivos
687,CÃ¡ceres,10,9.6,2008,3,ParadosActivos
688,CÃ¡diz,11,43.0,2008,3,ParadosActivos
689,Cantabria,39,5.1,2008,3,ParadosActivos
690,CastellÃ³n/CastellÃ³,12,8.8,2008,3,ParadosActivos
691,Ciudad Real,13,16.6,2008,3,ParadosActivos
692,CÃ³rdoba,14,23.3,2008,3,ParadosActivos
693,"CoruÃ±a, A",15,15.7,2008,3,ParadosActivos
694,Cuenca,16,2.2,2008,3,ParadosActivos
695,Gipuzkoa,20,6.8,2008,3,ParadosActivos
696,Girona,17,13.0,2008,3,ParadosActivos
697,Granada,18,31.0,2008,3,ParadosActivos
698,Guadalajara,19,2.0,2008,3,ParadosActivos
699,Huelva,21,13.6,2008,3,ParadosActivos
700,Huesca,22,1.7,2008,3,ParadosActivos
701,JaÃ©n,23,13.9,2008,3,ParadosActivos
702,LeÃ³n,24,8.7,2008,3,ParadosActivos
703,Lleida,25,4.4,2008,3,ParadosActivos
704,Lugo,27,5.0,2008,3,ParadosActivos
705,Madrid,28,90.2,2008,3,ParadosActivos
706,MÃ¡laga,29,44.7,2008,3,ParadosActivos
707,Murcia,30,26.3,2008,3,ParadosActivos
708,Navarra,31,7.6,2008,3,ParadosActivos
709,Ourense,32,3.0,2008,3,ParadosActivos
710,Palencia,34,3.9,2008,3,ParadosActivos
711,"Palmas, Las",35,37.0,2008,3,ParadosActivos
712,Pontevedra,36,16.1,2008,3,ParadosActivos
713,"Rioja, La",26,5.1,2008,3,ParadosActivos
714,Salamanca,37,10.7,2008,3,ParadosActivos
715,Santa Cruz de Tenerife,38,29.4,2008,3,ParadosActivos
716,Segovia,40,2.6,2008,3,ParadosActivos
717,Sevilla,41,43.9,2008,3,ParadosActivos
718,Soria,42,0.9,2008,3,ParadosActivos
719,Tarragona,43,10.5,2008,3,ParadosActivos
720,Teruel,44,1.7,2008,3,ParadosActivos
721,Toledo,45,12.3,2008,3,ParadosActivos
722,Valencia/ValÃ¨ncia,46,40.6,2008,3,ParadosActivos
723,Valladolid,47,6.7,2008,3,ParadosActivos
724,Zamora,49,4.6,2008,3,ParadosActivos
725,Zaragoza,50,9.8,2008,3,ParadosActivos
726,Ceuta,51,3.7,2008,3,ParadosActivos
727,Melilla,52,4.1,2008,3,ParadosActivos
728,Albacete,2,119.7,2008,3,Servicios
729,Alicante/Alacant,3,572.1,2008,3,Servicios
730,AlmerÃ­a,4,195.8,2008,3,Servicios
731,Araba/Ã�lava,1,100.7,2008,3,Servicios
732,Asturias,33,330.7,2008,3,Servicios
733,Ã�vila,5,43.8,2008,3,Servicios
734,Badajoz,6,185.6,2008,3,Servicios
735,"Balears, Illes",7,432.8,2008,3,Servicios
736,Barcelona,8,1881.0,2008,3,Servicios
737,Bizkaia,48,379.0,2008,3,Servicios
738,Burgos,9,107.9,2008,3,Servicios
739,CÃ¡ceres,10,105.6,2008,3,Servicios
740,CÃ¡diz,11,369.5,2008,3,Servicios
741,Cantabria,39,181.7,2008,3,Servicios
742,CastellÃ³n/CastellÃ³,12,167.4,2008,3,Servicios
743,Ciudad Real,13,130.6,2008,3,Servicios
744,CÃ³rdoba,14,219.5,2008,3,Servicios
745,"CoruÃ±a, A",15,357.0,2008,3,Servicios
746,Cuenca,16,49.5,2008,3,Servicios
747,Gipuzkoa,20,223.7,2008,3,Servicios
748,Girona,17,235.0,2008,3,Servicios
749,Granada,18,256.1,2008,3,Servicios
750,Guadalajara,19,77.8,2008,3,Servicios
751,Huelva,21,144.4,2008,3,Servicios
752,Huesca,22,69.1,2008,3,Servicios
753,JaÃ©n,23,162.6,2008,3,Servicios
754,LeÃ³n,24,145.0,2008,3,Servicios
755,Lleida,25,134.9,2008,3,Servicios
756,Lugo,27,88.3,2008,3,Servicios
757,Madrid,28,2627.8,2008,3,Servicios
758,MÃ¡laga,29,510.1,2008,3,Servicios
759,Murcia,30,425.1,2008,3,Servicios
760,Navarra,31,176.3,2008,3,Servicios
761,Ourense,32,89.1,2008,3,Servicios
762,Palencia,34,46.4,2008,3,Servicios
763,"Palmas, Las",35,402.8,2008,3,Servicios
764,Pontevedra,36,274.8,2008,3,Servicios
765,"Rioja, La",26,89.3,2008,3,Servicios
766,Salamanca,37,98.1,2008,3,Servicios
767,Santa Cruz de Tenerife,38,324.6,2008,3,Servicios
768,Segovia,40,43.6,2008,3,Servicios
769,Sevilla,41,611.6,2008,3,Servicios
770,Soria,42,26.6,2008,3,Servicios
771,Tarragona,43,242.5,2008,3,Servicios
772,Teruel,44,36.9,2008,3,Servicios
773,Toledo,45,175.6,2008,3,Servicios
774,Valencia/ValÃ¨ncia,46,796.3,2008,3,Servicios
775,Valladolid,47,173.6,2008,3,Servicios
776,Zamora,49,47.3,2008,3,Servicios
777,Zaragoza,50,314.4,2008,3,Servicios
778,Ceuta,51,26.6,2008,3,Servicios
779,Melilla,52,24.6,2008,3,Servicios
780,Albacete,2,12.9,2008,4,Agricultura
781,Alicante/Alacant,3,29.1,2008,4,Agricultura
782,AlmerÃ­a,4,47.0,2008,4,Agricultura
783,Araba/Ã�lava,1,3.4,2008,4,Agricultura
784,Asturias,33,18.0,2008,4,Agricultura
785,Ã�vila,5,7.9,2008,4,Agricultura
786,Badajoz,6,32.5,2008,4,Agricultura
787,"Balears, Illes",7,6.5,2008,4,Agricultura
788,Barcelona,8,17.7,2008,4,Agricultura
789,Bizkaia,48,9.1,2008,4,Agricultura
790,Burgos,9,11.6,2008,4,Agricultura
791,CÃ¡ceres,10,19.0,2008,4,Agricultura
792,CÃ¡diz,11,23.9,2008,4,Agricultura
793,Cantabria,39,8.8,2008,4,Agricultura
794,CastellÃ³n/CastellÃ³,12,11.3,2008,4,Agricultura
795,Ciudad Real,13,19.3,2008,4,Agricultura
796,CÃ³rdoba,14,41.9,2008,4,Agricultura
797,"CoruÃ±a, A",15,29.5,2008,4,Agricultura
798,Cuenca,16,11.3,2008,4,Agricultura
799,Gipuzkoa,20,5.4,2008,4,Agricultura
800,Girona,17,11.2,2008,4,Agricultura
801,Granada,18,39.3,2008,4,Agricultura
802,Guadalajara,19,2.9,2008,4,Agricultura
803,Huelva,21,27.9,2008,4,Agricultura
804,Huesca,22,9.0,2008,4,Agricultura
805,JaÃ©n,23,39.8,2008,4,Agricultura
806,LeÃ³n,24,9.8,2008,4,Agricultura
807,Lleida,25,18.9,2008,4,Agricultura
808,Lugo,27,27.9,2008,4,Agricultura
809,Madrid,28,15.6,2008,4,Agricultura
810,MÃ¡laga,29,28.0,2008,4,Agricultura
811,Murcia,30,71.0,2008,4,Agricultura
812,Navarra,31,13.2,2008,4,Agricultura
813,Ourense,32,8.4,2008,4,Agricultura
814,Palencia,34,5.4,2008,4,Agricultura
815,"Palmas, Las",35,9.2,2008,4,Agricultura
816,Pontevedra,36,30.6,2008,4,Agricultura
817,"Rioja, La",26,5.9,2008,4,Agricultura
818,Salamanca,37,9.2,2008,4,Agricultura
819,Santa Cruz de Tenerife,38,17.7,2008,4,Agricultura
820,Segovia,40,9.2,2008,4,Agricultura
821,Sevilla,41,63.2,2008,4,Agricultura
822,Soria,42,3.6,2008,4,Agricultura
823,Tarragona,43,22.2,2008,4,Agricultura
824,Teruel,44,7.5,2008,4,Agricultura
825,Toledo,45,18.7,2008,4,Agricultura
826,Valencia/ValÃ¨ncia,46,36.8,2008,4,Agricultura
827,Valladolid,47,11.1,2008,4,Agricultura
828,Zamora,49,12.0,2008,4,Agricultura
829,Zaragoza,50,11.5,2008,4,Agricultura
830,Ceuta,51,0.0,2008,4,Agricultura
831,Melilla,52,0.0,2008,4,Agricultura
832,Albacete,2,23.1,2008,4,Construccion
833,Alicante/Alacant,3,100.2,2008,4,Construccion
834,AlmerÃ­a,4,48.5,2008,4,Construccion
835,Araba/Ã�lava,1,14.2,2008,4,Construccion
836,Asturias,33,55.3,2008,4,Construccion
837,Ã�vila,5,13.3,2008,4,Construccion
838,Badajoz,6,44.0,2008,4,Construccion
839,"Balears, Illes",7,90.1,2008,4,Construccion
840,Barcelona,8,312.0,2008,4,Construccion
841,Bizkaia,48,57.9,2008,4,Construccion
842,Burgos,9,21.0,2008,4,Construccion
843,CÃ¡ceres,10,23.8,2008,4,Construccion
844,CÃ¡diz,11,68.1,2008,4,Construccion
845,Cantabria,39,34.1,2008,4,Construccion
846,CastellÃ³n/CastellÃ³,12,41.0,2008,4,Construccion
847,Ciudad Real,13,41.9,2008,4,Construccion
848,CÃ³rdoba,14,41.3,2008,4,Construccion
849,"CoruÃ±a, A",15,63.2,2008,4,Construccion
850,Cuenca,16,15.3,2008,4,Construccion
851,Gipuzkoa,20,25.3,2008,4,Construccion
852,Girona,17,62.8,2008,4,Construccion
853,Granada,18,60.1,2008,4,Construccion
854,Guadalajara,19,15.6,2008,4,Construccion
855,Huelva,21,30.4,2008,4,Construccion
856,Huesca,22,12.9,2008,4,Construccion
857,JaÃ©n,23,34.9,2008,4,Construccion
858,LeÃ³n,24,25.8,2008,4,Construccion
859,Lleida,25,32.8,2008,4,Construccion
860,Lugo,27,15.6,2008,4,Construccion
861,Madrid,28,336.3,2008,4,Construccion
862,MÃ¡laga,29,114.0,2008,4,Construccion
863,Murcia,30,95.1,2008,4,Construccion
864,Navarra,31,31.9,2008,4,Construccion
865,Ourense,32,11.9,2008,4,Construccion
866,Palencia,34,7.2,2008,4,Construccion
867,"Palmas, Las",35,60.8,2008,4,Construccion
868,Pontevedra,36,46.2,2008,4,Construccion
869,"Rioja, La",26,17.7,2008,4,Construccion
870,Salamanca,37,19.4,2008,4,Construccion
871,Santa Cruz de Tenerife,38,70.8,2008,4,Construccion
872,Segovia,40,11.8,2008,4,Construccion
873,Sevilla,41,112.3,2008,4,Construccion
874,Soria,42,5.3,2008,4,Construccion
875,Tarragona,43,61.2,2008,4,Construccion
876,Teruel,44,10.2,2008,4,Construccion
877,Toledo,45,57.9,2008,4,Construccion
878,Valencia/ValÃ¨ncia,46,172.4,2008,4,Construccion
879,Valladolid,47,28.5,2008,4,Construccion
880,Zamora,49,10.5,2008,4,Construccion
881,Zaragoza,50,54.4,2008,4,Construccion
882,Ceuta,51,2.1,2008,4,Construccion
883,Melilla,52,1.6,2008,4,Construccion
884,Albacete,2,31.2,2008,4,Industria
885,Alicante/Alacant,3,143.5,2008,4,Industria
886,AlmerÃ­a,4,26.8,2008,4,Industria
887,Araba/Ã�lava,1,47.3,2008,4,Industria
888,Asturias,33,73.5,2008,4,Industria
889,Ã�vila,5,9.0,2008,4,Industria
890,Badajoz,6,32.8,2008,4,Industria
891,"Balears, Illes",7,45.0,2008,4,Industria
892,Barcelona,8,598.9,2008,4,Industria
893,Bizkaia,48,101.8,2008,4,Industria
894,Burgos,9,44.5,2008,4,Industria
895,CÃ¡ceres,10,14.4,2008,4,Industria
896,CÃ¡diz,11,52.4,2008,4,Industria
897,Cantabria,39,52.8,2008,4,Industria
898,CastellÃ³n/CastellÃ³,12,74.7,2008,4,Industria
899,Ciudad Real,13,32.3,2008,4,Industria
900,CÃ³rdoba,14,42.7,2008,4,Industria
901,"CoruÃ±a, A",15,84.9,2008,4,Industria
902,Cuenca,16,15.4,2008,4,Industria
903,Gipuzkoa,20,99.2,2008,4,Industria
904,Girona,17,77.0,2008,4,Industria
905,Granada,18,33.2,2008,4,Industria
906,Guadalajara,19,19.3,2008,4,Industria
907,Huelva,21,20.7,2008,4,Industria
908,Huesca,22,21.2,2008,4,Industria
909,JaÃ©n,23,35.3,2008,4,Industria
910,LeÃ³n,24,27.0,2008,4,Industria
911,Lleida,25,39.0,2008,4,Industria
912,Lugo,27,23.1,2008,4,Industria
913,Madrid,28,325.9,2008,4,Industria
914,MÃ¡laga,29,44.4,2008,4,Industria
915,Murcia,30,98.6,2008,4,Industria
916,Navarra,31,87.5,2008,4,Industria
917,Ourense,32,27.5,2008,4,Industria
918,Palencia,34,14.2,2008,4,Industria
919,"Palmas, Las",35,32.9,2008,4,Industria
920,Pontevedra,36,92.7,2008,4,Industria
921,"Rioja, La",26,40.5,2008,4,Industria
922,Salamanca,37,20.3,2008,4,Industria
923,Santa Cruz de Tenerife,38,27.8,2008,4,Industria
924,Segovia,40,13.6,2008,4,Industria
925,Sevilla,41,88.7,2008,4,Industria
926,Soria,42,9.2,2008,4,Industria
927,Tarragona,43,72.9,2008,4,Industria
928,Teruel,44,11.7,2008,4,Industria
929,Toledo,45,57.9,2008,4,Industria
930,Valencia/ValÃ¨ncia,46,227.1,2008,4,Industria
931,Valladolid,47,45.5,2008,4,Industria
932,Zamora,49,11.2,2008,4,Industria
933,Zaragoza,50,99.6,2008,4,Industria
934,Ceuta,51,0.8,2008,4,Industria
935,Melilla,52,0.7,2008,4,Industria
936,Albacete,2,12.7,2008,4,ParadosActivos
937,Alicante/Alacant,3,50.7,2008,4,ParadosActivos
938,AlmerÃ­a,4,23.3,2008,4,ParadosActivos
939,Araba/Ã�lava,1,1.6,2008,4,ParadosActivos
940,Asturias,33,19.9,2008,4,ParadosActivos
941,Ã�vila,5,3.5,2008,4,ParadosActivos
942,Badajoz,6,18.9,2008,4,ParadosActivos
943,"Balears, Illes",7,12.3,2008,4,ParadosActivos
944,Barcelona,8,122.0,2008,4,ParadosActivos
945,Bizkaia,48,21.6,2008,4,ParadosActivos
946,Burgos,9,7.6,2008,4,ParadosActivos
947,CÃ¡ceres,10,9.3,2008,4,ParadosActivos
948,CÃ¡diz,11,44.4,2008,4,ParadosActivos
949,Cantabria,39,7.6,2008,4,ParadosActivos
950,CastellÃ³n/CastellÃ³,12,9.2,2008,4,ParadosActivos
951,Ciudad Real,13,14.5,2008,4,ParadosActivos
952,CÃ³rdoba,14,27.9,2008,4,ParadosActivos
953,"CoruÃ±a, A",15,17.7,2008,4,ParadosActivos
954,Cuenca,16,3.1,2008,4,ParadosActivos
955,Gipuzkoa,20,8.2,2008,4,ParadosActivos
956,Girona,17,16.3,2008,4,ParadosActivos
957,Granada,18,32.6,2008,4,ParadosActivos
958,Guadalajara,19,4.8,2008,4,ParadosActivos
959,Huelva,21,13.3,2008,4,ParadosActivos
960,Huesca,22,2.8,2008,4,ParadosActivos
961,JaÃ©n,23,16.4,2008,4,ParadosActivos
962,LeÃ³n,24,10.6,2008,4,ParadosActivos
963,Lleida,25,5.9,2008,4,ParadosActivos
964,Lugo,27,3.7,2008,4,ParadosActivos
965,Madrid,28,105.3,2008,4,ParadosActivos
966,MÃ¡laga,29,66.9,2008,4,ParadosActivos
967,Murcia,30,30.2,2008,4,ParadosActivos
968,Navarra,31,7.2,2008,4,ParadosActivos
969,Ourense,32,3.7,2008,4,ParadosActivos
970,Palencia,34,4.1,2008,4,ParadosActivos
971,"Palmas, Las",35,39.2,2008,4,ParadosActivos
972,Pontevedra,36,18.4,2008,4,ParadosActivos
973,"Rioja, La",26,6.2,2008,4,ParadosActivos
974,Salamanca,37,15.5,2008,4,ParadosActivos
975,Santa Cruz de Tenerife,38,32.3,2008,4,ParadosActivos
976,Segovia,40,2.6,2008,4,ParadosActivos
977,Sevilla,41,50.0,2008,4,ParadosActivos
978,Soria,42,1.0,2008,4,ParadosActivos
979,Tarragona,43,14.4,2008,4,ParadosActivos
980,Teruel,44,1.5,2008,4,ParadosActivos
981,Toledo,45,13.1,2008,4,ParadosActivos
982,Valencia/ValÃ¨ncia,46,49.4,2008,4,ParadosActivos
983,Valladolid,47,9.4,2008,4,ParadosActivos
984,Zamora,49,3.9,2008,4,ParadosActivos
985,Zaragoza,50,13.8,2008,4,ParadosActivos
986,Ceuta,51,3.6,2008,4,ParadosActivos
987,Melilla,52,2.5,2008,4,ParadosActivos
988,Albacete,2,113.7,2008,4,Servicios
989,Alicante/Alacant,3,596.5,2008,4,Servicios
990,AlmerÃ­a,4,205.6,2008,4,Servicios
991,Araba/Ã�lava,1,101.2,2008,4,Servicios
992,Asturias,33,330.7,2008,4,Servicios
993,Ã�vila,5,43.8,2008,4,Servicios
994,Badajoz,6,184.9,2008,4,Servicios
995,"Balears, Illes",7,415.7,2008,4,Servicios
996,Barcelona,8,1867.8,2008,4,Servicios
997,Bizkaia,48,373.1,2008,4,Servicios
998,Burgos,9,108.9,2008,4,Servicios
999,CÃ¡ceres,10,106.9,2008,4,Servicios
1000,CÃ¡diz,11,367.0,2008,4,Servicios
1001,Cantabria,39,181.9,2008,4,Servicios
1002,CastellÃ³n/CastellÃ³,12,174.3,2008,4,Servicios
1003,Ciudad Real,13,131.1,2008,4,Servicios
1004,CÃ³rdoba,14,217.3,2008,4,Servicios
1005,"CoruÃ±a, A",15,359.0,2008,4,Servicios
1006,Cuenca,16,49.5,2008,4,Servicios
1007,Gipuzkoa,20,216.0,2008,4,Servicios
1008,Girona,17,231.0,2008,4,Servicios
1009,Granada,18,250.1,2008,4,Servicios
1010,Guadalajara,19,82.0,2008,4,Servicios
1011,Huelva,21,142.5,2008,4,Servicios
1012,Huesca,22,69.4,2008,4,Servicios
1013,JaÃ©n,23,167.7,2008,4,Servicios
1014,LeÃ³n,24,143.3,2008,4,Servicios
1015,Lleida,25,131.8,2008,4,Servicios
1016,Lugo,27,89.7,2008,4,Servicios
1017,Madrid,28,2685.8,2008,4,Servicios
1018,MÃ¡laga,29,504.9,2008,4,Servicios
1019,Murcia,30,422.8,2008,4,Servicios
1020,Navarra,31,176.3,2008,4,Servicios
1021,Ourense,32,93.7,2008,4,Servicios
1022,Palencia,34,44.5,2008,4,Servicios
1023,"Palmas, Las",35,400.5,2008,4,Servicios
1024,Pontevedra,36,276.5,2008,4,Servicios
1025,"Rioja, La",26,92.7,2008,4,Servicios
1026,Salamanca,37,93.0,2008,4,Servicios
1027,Santa Cruz de Tenerife,38,335.2,2008,4,Servicios
1028,Segovia,40,44.2,2008,4,Servicios
1029,Sevilla,41,609.1,2008,4,Servicios
1030,Soria,42,25.7,2008,4,Servicios
1031,Tarragona,43,241.3,2008,4,Servicios
1032,Teruel,44,37.5,2008,4,Servicios
1033,Toledo,45,184.1,2008,4,Servicios
1034,Valencia/ValÃ¨ncia,46,824.9,2008,4,Servicios
1035,Valladolid,47,169.5,2008,4,Servicios
1036,Zamora,49,45.7,2008,4,Servicios
1037,Zaragoza,50,317.2,2008,4,Servicios
1038,Ceuta,51,28.3,2008,4,Servicios
1039,Melilla,52,22.8,2008,4,Servicios
1040,Albacete,2,12.7,2009,1,Agricultura
1041,Alicante/Alacant,3,31.2,2009,1,Agricultura
1042,AlmerÃ­a,4,43.9,2009,1,Agricultura
1043,Araba/Ã�lava,1,3.3,2009,1,Agricultura
1044,Asturias,33,17.1,2009,1,Agricultura
1045,Ã�vila,5,8.6,2009,1,Agricultura
1046,Badajoz,6,33.3,2009,1,Agricultura
1047,"Balears, Illes",7,8.2,2009,1,Agricultura
1048,Barcelona,8,15.4,2009,1,Agricultura
1049,Bizkaia,48,9.7,2009,1,Agricultura
1050,Burgos,9,10.9,2009,1,Agricultura
1051,CÃ¡ceres,10,19.6,2009,1,Agricultura
1052,CÃ¡diz,11,25.9,2009,1,Agricultura
1053,Cantabria,39,9.8,2009,1,Agricultura
1054,CastellÃ³n/CastellÃ³,12,10.8,2009,1,Agricultura
1055,Ciudad Real,13,20.6,2009,1,Agricultura
1056,CÃ³rdoba,14,60.1,2009,1,Agricultura
1057,"CoruÃ±a, A",15,32.6,2009,1,Agricultura
1058,Cuenca,16,10.5,2009,1,Agricultura
1059,Gipuzkoa,20,4.0,2009,1,Agricultura
1060,Girona,17,10.5,2009,1,Agricultura
1061,Granada,18,45.3,2009,1,Agricultura
1062,Guadalajara,19,2.3,2009,1,Agricultura
1063,Huelva,21,29.8,2009,1,Agricultura
1064,Huesca,22,9.3,2009,1,Agricultura
1065,JaÃ©n,23,56.7,2009,1,Agricultura
1066,LeÃ³n,24,11.3,2009,1,Agricultura
1067,Lleida,25,19.3,2009,1,Agricultura
1068,Lugo,27,24.1,2009,1,Agricultura
1069,Madrid,28,15.1,2009,1,Agricultura
1070,MÃ¡laga,29,28.3,2009,1,Agricultura
1071,Murcia,30,75.3,2009,1,Agricultura
1072,Navarra,31,15.1,2009,1,Agricultura
1073,Ourense,32,15.1,2009,1,Agricultura
1074,Palencia,34,4.2,2009,1,Agricultura
1075,"Palmas, Las",35,11.1,2009,1,Agricultura
